,id,state,gender,median_home_val,median_household_income,ic4,hvp1,ic5,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
723,30988,GA,F,717,316,366.0,4,12673,4,22,339.0,349,10.0,0,5401,R2,10.0
724,158389,CA,M,2971,302,322.0,98,6309,65,27,288.0,340,7.0,1,1101,S3,12.0
725,97020,IL,F,636,316,393.0,0,15018,3,60,395.0,325,14.25,0,3901,C1,17.0
726,92801,IL,M,2906,688,707.0,99,26708,0,37,653.0,740,10.6,1,3503,U1,15.0
727,28960,GA,F,717,327,364.0,2,12615,1,62,352.0,347,10.0,0,0,T2,10.0
728,121969,TX,F,715,295,355.0,5,9884,28,41,301.0,333,7.111111111,0,5005,S2,8.0
729,52330,Tennessee,U,565,294,344.0,0,11329,2,83,367.0,314,4.454545455,0,2801,T2,3.0
730,105709,KS,M,386,293,356.0,0,11937,0,67,354.0,302,4.217391304,1,3501,T2,5.0
731,177329,OR,F,684,290,356.0,3,11910,3,43,323.0,323,20.0,2,4801,T3,20.0
732,18196,NC,M,469,214,313.0,0,10164,0,90,260.0,271,7.465116279,2,0,T2,12.0
733,185572,KY,M,884,332,404.0,0,14624,3,59,377.0,366,7.666666667,1,0,S1,5.0
734,103613,MO,F,275,154,246.0,0,7925,1,73,161.0,224,9.25,28,3801,R2,15.0
735,84144,MN,F,1122,554,618.0,5,20341,5,71,560.0,607,25.125,0,6408,S1,20.0
737,46495,FL,F,880,335,403.0,1,13951,4,22,343.0,386,17.71428571,0,3005,C2,15.0
738,186458,WA,F,837,337,397.0,1,14154,4,48,381.0,369,3.466666667,2,0,C2,3.0
739,162253,CA,F,2322,506,579.0,73,19463,16,55,548.0,469,4.431034483,0,0,S1,5.0
740,24915,AL,F,853,445,475.0,4,15281,2,59,464.0,447,10.0,0,5301,0,10.0
741,2081,WA,F,871,381,476.0,6,16559,4,51,412.0,436,7.836734694,0,0,0,7.0
742,121654,TX,M,884,681,746.0,0,23287,8,40,692.0,737,9.142857143,2,4710,C1,21.0
743,132627,WY,male,643,227,338.0,0,10980,2,44,311.0,293,6.5,0,3601,R2,10.0
744,149089,CA,F,5687,515,787.0,95,36437,15,45,540.0,729,21.5,2,2601,T1,20.0
745,150497,CA,M,3343,708,794.0,92,23333,26,49,760.0,768,17.5,0,7701,S1,40.0
746,180633,WA,F,949,429,468.0,9,15387,5,57,448.0,420,11.66666667,2,2102,T2,15.0
747,50200,Tennessee,M,1052,482,541.0,9,20492,1,44,499.0,516,10.83333333,2,2201,C1,10.0
748,172176,CA,F,1788,368,514.0,44,23026,3,53,424.0,415,11.0,28,0,S1,20.0
749,130884,CO,F,1274,520,575.0,7,21997,2,32,541.0,548,6.0,0,2711,T1,7.0
750,139857,NM,F,481,280,319.0,0,10294,0,30,335.0,279,7.2,0,1701,T2,5.0
751,152325,CA,M,1728,470,523.0,30,16413,10,50,511.0,503,25.0,1,4601,S2,25.0
752,43559,FL,M,1322,355,454.0,7,14439,4,36,405.0,408,3.566666667,0,1301,R1,2.0
753,81527,WI,F,429,232,346.0,0,11632,1,65,297.0,276,7.692307692,2,1501,R2,3.0
754,146913,CA,F,2674,561,662.0,77,37883,6,43,574.0,648,19.16666667,28,3201,S1,25.0
755,5968,WI,F,685,359,375.0,0,14570,4,81,365.0,372,3.589285714,0,0,U1,12.0
756,3953,HI,M,2254,484,518.0,60,15930,7,85,479.0,542,16.25,0,0,S2,20.0
757,13177,CA,M,479,208,322.0,1,11081,3,59,268.0,272,9.555555556,0,3901,T2,10.0
758,38632,FL,F,860,458,505.0,0,19217,24,31,453.0,495,13.51111111,0,5008,S1,38.0
759,578,CA,F,1821,454,505.0,21,17008,7,39,466.0,486,7.384615385,28,0,S2,10.0
760,186980,TX,M,1076,490,578.0,2,19138,1,79,503.0,550,14.54545455,0,5311,R2,50.0
761,172475,CA,F,1231,323,412.0,13,14716,2,67,398.0,367,12.3,0,4602,T2,16.0
762,33526,FL,F,440,185,299.0,1,9983,1,68,231.0,253,8.916666667,0,5308,R2,5.0
763,69465,MI,M,1572,566,684.0,31,23133,3,79,587.0,623,10.0,1,4601,S1,20.0
764,190391,NC,M,347,166,233.0,2,8507,1,75,202.0,204,14.75,1,3003,R3,16.0
766,12998,WA,F,2075,723,845.0,53,29233,7,46,743.0,823,5.517241379,0,1801,U1,6.0
767,128035,TX,F,360,167,269.0,0,8048,1,85,235.0,219,11.9,1,2506,T2,21.0
768,16756,NC,M,542,211,361.0,1,19216,2,74,245.0,269,15.4,0,6801,S2,15.0
769,142313,NV,F,948,325,398.0,3,15038,9,19,353.0,367,3.411764706,28,3701,T2,1.0
770,132903,WY,F,483,180,223.0,2,7610,0,61,206.0,207,15.0,0,6201,R2,21.0
771,153957,CA,F,1488,406,407.0,5,10419,34,36,400.0,402,9.0,28,5601,S2,5.0
772,61808,IN,M,809,385,511.0,1,14699,5,70,482.0,413,20.0,1,4901,T2,25.0
773,143707,CA,M,2083,198,211.0,53,6972,72,20,186.0,220,3.8125,0,5901,U2,4.0
774,122001,TX,M,597,425,488.0,0,17264,25,38,448.0,475,13.0,1,6001,S1,30.0
775,180786,WA,male,1271,324,417.0,22,17340,6,53,351.0,393,9.5,1,2106,C1,18.0
776,96031,IL,M,440,286,375.0,0,12840,1,88,331.0,323,6.0,1002,3601,R2,5.0
777,60477,IN,M,614,289,385.0,0,16415,2,76,317.0,335,15.0,30,2401,C3,20.0
778,144310,CA,M,2424,426,542.0,75,19561,32,47,446.0,483,14.5,1,3801,U2,6.0
779,2170,MI,F,923,299,409.0,3,15965,3,79,364.0,353,7.607142857,0,3003,T2,7.0
780,7846,TX,M,577,425,454.0,0,12951,18,62,437.0,437,7.375,0,0,S2,10.0
781,71904,MI,M,347,245,328.0,0,12777,0,74,310.0,286,4.904761905,1,1901,C3,7.0
782,2512,NC,M,1250,319,540.0,8,25660,3,33,411.0,429,25.0,1002,2601,0,25.0
783,71682,MI,M,770,417,454.0,0,14053,3,88,426.0,450,10.6,1,5511,T2,20.0
784,142552,CA,M,1943,426,523.0,45,16702,3,48,444.0,439,13.33333333,1,2801,U2,5.0
785,109429,LA,U,589,378,422.0,0,15300,0,65,384.0,410,16.0,0,0,T2,20.0
786,57332,KY,M,687,368,419.0,0,14581,1,75,407.0,375,6.105263158,1,2808,S2,6.0
787,190778,NC,M,875,280,381.0,10,15917,2,50,317.0,343,7.0,4,0,R2,20.0
788,128235,TX,M,864,388,511.0,0,17015,2,67,480.0,402,8.230769231,2,0,C1,8.0
789,175113,OR,F,701,307,400.0,0,13820,5,45,352.0,353,25.0,28,0,T2,25.0
790,66757,MI,F,664,315,332.0,0,11283,0,63,308.0,336,3.613636364,2,1209,0,4.0
791,154150,CA,M,755,218,290.0,3,8572,53,40,232.0,282,11.33333333,1,4801,R2,14.0
792,55392,MS,M,423,212,287.0,0,9065,1,80,262.0,251,5.95945946,0,4601,R2,6.0
793,162234,CA,M,5540,757,857.0,99,31488,14,49,815.0,814,21.0,1,1707,S1,26.0
794,8880,CA,F,2596,515,588.0,91,20539,15,48,518.0,584,24.16666667,0,4401,S1,25.0
795,6643,CA,M,3199,490,641.0,94,27239,9,56,537.0,595,14.7,1,2203,C1,16.0
796,170827,CA,F,1257,356,445.0,3,17145,6,61,358.0,427,6.384615385,2,201,S2,17.0
797,105459,KS,F,205,189,255.0,0,8737,1,78,221.0,217,5.166666667,0,0,R3,5.0
798,26289,GA,F,1173,503,660.0,4,21302,2,60,625.0,562,8.931034483,0,4601,C1,10.0
799,67315,MI,F,862,476,511.0,0,16332,6,81,519.0,478,20.25,2,2005,S2,27.0
800,75910,IA,F,339,254,321.0,0,9822,1,56,271.0,293,5.928571429,0,0,0,10.0
801,103527,MO,M,392,218,300.0,0,10421,0,79,239.0,265,4.266666667,1,5002,R3,4.0
803,166770,CA,F,2419,364,533.0,61,23128,6,59,409.0,470,9.857142857,0,3901,R1,5.0
804,82580,MN,F,575,209,265.0,0,8620,13,62,212.0,247,4.428571429,2,1001,C3,5.0
805,34883,FL,M,709,220,296.0,1,12538,3,15,254.0,264,7.333333333,2,3001,T2,5.0
806,57647,KY,M,724,322,393.0,2,11652,1,67,380.0,363,17.22222222,0,7309,R2,20.0
807,82995,MN,M,719,365,519.0,0,18970,0,87,561.0,430,4.4,1002,3603,S2,5.0
808,74043,MI,F,411,199,272.0,0,9491,1,87,230.0,244,13.0,0,2401,R2,12.0
809,114438,OK,M,498,284,315.0,0,9667,2,56,304.0,274,11.5,1,2512,T2,20.0
810,122046,TX,F,716,291,454.0,1,23868,11,40,438.0,351,20.0,0,3601,C1,25.0
811,69122,MI,M,732,404,481.0,1,15554,2,73,431.0,434,10.5,1,2701,S2,13.0
812,118739,TX,M,1155,684,750.0,0,22931,5,43,695.0,728,12.5,0,4701,C1,15.0
813,68148,MI,F,245,189,224.0,0,8638,2,62,176.0,246,9.333333333,0,5401,U4,10.0
814,22644,SC,F,489,191,277.0,1,8579,0,83,221.0,244,9.2,2,4201,R2,21.0
815,87239,MT,M,590,292,362.0,0,11338,0,68,341.0,333,8.583333333,1002,1601,T2,7.0
816,108447,LA,F,764,354,401.0,0,12713,4,70,362.0,383,6.25,0,0,S2,10.0
817,49860,Tennessee,F,670,318,386.0,0,12457,4,68,358.0,354,4.958333333,0,3512,S2,4.0
818,88662,IL,M,1000,453,478.0,0,15134,7,72,463.0,458,8.772727273,0,3004,S2,12.0
819,59225,IN,F,519,314,381.0,0,12167,0,82,357.0,349,5.6875,2,0,R2,10.0
820,190377,FL,F,720,364,521.0,1,18273,10,21,416.0,450,17.89473684,28,0,0,24.0
821,151695,CA,M,2498,518,606.0,71,18830,7,55,550.0,570,25.0,1,0,T1,35.0
822,146301,ID,F,887,337,531.0,6,21539,2,43,459.0,433,9.666666667,0,6301,U2,17.0
823,27944,GA,F,687,379,380.0,0,12223,1,57,403.0,360,13.85714286,0,5011,C2,33.0
824,172801,CA,M,710,236,400.0,2,12318,4,79,388.0,313,13.57142857,1002,0,R2,10.0
825,78179,WI,male,708,358,414.0,0,14051,0,86,370.0,384,22.5,1,6401,C3,10.0
826,121755,TX,M,1364,634,811.0,22,42549,11,34,673.0,768,15.0,0,2001,C1,15.0
827,147747,CA,F,3005,348,503.0,87,18396,32,35,385.0,455,9.470588235,0,2008,S1,13.0
828,3685,WA,F,827,277,371.0,1,12751,9,47,328.0,309,10.15789474,0,4201,S3,15.0
829,128934,TX,F,725,334,432.0,0,14447,14,53,354.0,418,15.4,0,1,S1,20.0
831,180272,WA,F,1055,319,421.0,6,16161,5,49,379.0,375,14.0,0,1801,C2,20.0
832,164986,CA,F,3142,658,768.0,95,23169,8,69,770.0,675,12.5,0,2901,S1,15.0
833,65117,MI,F,479,280,350.0,1,10986,2,75,304.0,333,5.884615385,28,5610,T3,10.0
834,93995,IL,F,2172,427,805.0,54,34738,9,54,625.0,561,3.25,0,0,U1,10.0
835,84097,MN,F,3410,710,932.0,80,47973,3,62,941.0,775,25.0,2,1001,S1,25.0
836,116267,TX,F,1088,421,557.0,3,21558,2,52,514.0,511,15.0,0,2401,S1,20.0
837,153898,CA,F,875,226,254.0,0,7095,14,31,224.0,254,6.0,0,0,U2,10.0
838,161627,CA,M,883,247,336.0,1,11712,8,63,272.0,310,4.944444444,2,4401,S2,21.0
839,22337,NC,female,514,239,322.0,0,11393,1,73,289.0,276,9.25,0,0,C2,10.0
840,7590,TX,F,689,344,377.0,4,16348,3,67,359.0,368,22.28571429,2,606,R2,30.0
841,108905,LA,F,708,368,441.0,1,14303,3,55,404.0,407,12.52631579,0,0,C1,20.0
842,100411,MO,M,733,337,426.0,0,15662,1,83,409.0,359,26.25,1,6607,S2,30.0
843,103488,MO,F,476,219,319.0,0,10966,1,74,280.0,272,5.434782609,0,3001,T2,10.0
844,99410,MO,F,2041,856,950.0,52,43661,7,68,858.0,943,9.833333333,0,2001,C1,17.0
845,43949,FL,M,881,297,453.0,3,19104,6,13,363.0,375,6.714285714,0,1901,C2,6.0
846,87706,MT,M,434,211,308.0,0,10350,1,55,299.0,243,11.4,1,3201,T2,12.0
847,122217,TX,F,1150,196,270.0,0,14466,36,35,212.0,245,7.666666667,0,3001,U1,5.0
848,29724,GA,F,529,259,304.0,0,9796,2,64,304.0,280,5.611111111,2,3606,R2,5.0
849,172214,CA,F,1205,399,450.0,3,17611,5,61,408.0,444,9.8,0,4803,S2,5.0
850,106719,TX,F,301,215,299.0,1,10813,11,63,273.0,262,8.982758621,28,601,U3,10.0
851,12932,Tennessee,F,910,302,548.0,18,23312,4,58,415.0,421,12.23076923,28,4704,C2,21.0
852,190726,MD,F,875,391,425.0,0,14468,3,71,415.0,381,11.42857143,2,508,0,10.0
853,127511,TX,F,945,398,563.0,0,19790,6,53,578.0,446,17.18181818,2,4104,S1,23.0
854,56337,KY,F,714,187,376.0,0,13679,0,83,290.0,282,12.07142857,0,3710,T2,15.0
855,113692,OK,M,763,316,398.0,1,12903,4,29,334.0,378,5.5,1,5101,T1,8.0
856,79850,WI,male,515,258,327.0,3,11337,1,81,276.0,302,5.857142857,2,1401,R2,10.0
857,28796,GA,M,448,192,299.0,1,9533,1,88,241.0,254,8.294117647,2,0,R2,10.0
858,131032,CO,F,524,264,325.0,0,11359,0,36,269.0,329,11.8,0,5801,T2,25.0
859,86318,SD,F,397,166,274.0,3,10630,1,61,211.0,227,8.96875,2,0,R2,5.0
860,63725,IN,M,637,286,371.0,1,13061,1,76,316.0,335,25.0,1002,2301,R2,25.0
861,63572,IN,F,778,377,527.0,5,17251,0,71,422.0,447,5.821818182,0,4102,R1,12.0
862,139663,NM,F,1008,360,426.0,3,14990,4,40,397.0,388,8.916666667,28,0,S1,5.0
863,104848,KS,F,993,285,399.0,0,20996,5,18,366.0,329,5.235294118,0,1501,S1,7.0
864,150776,CA,F,1149,222,273.0,0,9856,22,56,263.0,250,6.619047619,28028,4112,U3,8.0
865,43104,CA,F,5000,498,782.0,92,35814,18,31,700.0,632,5.840909091,1,5708,C1,9.0
866,162254,CA,F,5564,839,892.0,99,32899,9,54,860.0,860,19.16666667,0,5801,S1,35.0
867,52902,Tennessee,F,929,505,606.0,4,22435,4,53,546.0,561,15.0,28,0,C1,17.0
868,79213,WI,male,575,318,414.0,0,12909,0,89,341.0,379,8.473684211,2,2903,R2,12.0
869,178432,WA,F,1627,456,586.0,30,20311,6,53,508.0,537,9.266666667,2,2806,S1,14.0
870,11267,MI,F,428,208,293.0,0,10491,1,85,243.0,268,6.461538462,2,1002,R2,6.0
871,129468,CO,F,717,333,360.0,0,11669,3,58,341.0,344,25.0,0,5301,S2,20.0
872,54134,Tennessee,M,452,193,270.0,0,9283,0,79,256.0,230,5.64,1,1601,T3,10.0
873,162492,CA,F,2625,513,523.0,93,15740,10,65,533.0,517,12.82608696,0,3710,S1,10.0
874,13342,CA,F,2113,422,532.0,58,19377,7,63,450.0,502,9.0,0,4601,U1,5.0
875,169323,CA,F,1104,266,319.0,1,9833,18,57,275.0,323,2.637931034,0,2608,S2,3.0
876,125444,TX,M,362,208,255.0,0,7220,9,85,217.0,238,7.142857143,1,4811,U4,10.0
877,70076,MI,M,403,327,364.0,0,15337,3,80,375.0,304,7.32,1,3407,S3,10.0
878,4048,IL,F,1014,262,350.0,15,10522,45,40,273.0,306,11.1875,0,3401,U2,17.0
879,68669,MI,F,732,377,453.0,0,14455,6,70,478.0,396,9.5,0,1801,S2,15.0
880,155943,CA,M,1309,409,432.0,1,12004,7,58,419.0,424,12.0,1,2201,C2,12.0
881,40968,FL,F,961,297,386.0,2,12625,5,47,341.0,366,13.66666667,0,0,T2,17.0
882,101109,MO,F,883,468,517.0,0,15167,1,69,503.0,493,13.8,0,2801,C1,10.0
883,14279,CO,M,1285,474,584.0,12,21521,4,39,510.0,535,5.1875,2,5701,T1,11.0
884,83887,MN,F,889,272,450.0,0,14767,3,69,398.0,341,16.0,2,6801,S2,17.0
885,17089,NC,female,609,257,323.0,0,10569,0,95,338.0,299,6.0,0,0,R2,5.0
886,92183,IL,F,1240,395,550.0,6,19153,4,70,496.0,436,5.375,28,1101,C1,5.0
887,65374,MI,M,426,267,343.0,0,13836,9,71,315.0,314,16.75,1,2608,U4,20.0
888,27082,TX,M,792,260,396.0,8,14354,3,66,320.0,337,11.33333333,1,4612,S2,10.0
889,108115,LA,M,801,487,550.0,0,15880,7,73,523.0,509,13.27272727,1,3511,S1,100.0
890,86278,SD,M,554,294,344.0,0,10936,2,58,319.0,287,7.529411765,1,3201,C2,9.0
891,87904,IL,M,1141,453,536.0,1,17140,4,74,498.0,481,8.615384615,1,3209,U2,21.0
892,5798,TX,U,872,534,607.0,1,19255,1,63,548.0,594,79.16666667,0,6501,S1,50.0
893,115289,OK,F,848,372,426.0,3,13972,1,72,386.0,404,10.0,0,3801,T3,25.0
894,186185,CO,M,985,478,591.0,3,20164,3,50,495.0,508,12.125,1,2010,S1,15.0
895,74589,MI,F,795,442,627.0,7,22204,8,71,475.0,557,9.0,0,5401,T1,12.0
896,65558,MI,F,556,317,346.0,0,11613,2,82,324.0,313,5.263157895,0,5612,U3,10.0
897,22696,SC,F,630,279,371.0,2,12137,1,85,323.0,329,11.5,0,6201,R2,20.0
898,387,IN,F,789,413,447.0,0,14123,5,72,430.0,425,5.833333333,2,0,T2,5.0
899,98033,IL,F,152,152,267.0,0,9395,0,80,200.0,204,14.66666667,2,1912,R3,20.0
900,110308,LA,F,1384,554,749.0,19,27245,2,53,643.0,667,8.0,0,3701,C1,15.0
901,3496,TX,M,688,562,596.0,0,18272,11,46,564.0,582,12.0,1,6703,C1,10.0
902,138262,Arizona,Female,569,156,202.0,0,7914,9,38,158.0,187,5.166666667,28,6201,C2,5.0
903,80437,WI,male,491,227,358.0,0,14229,2,81,323.0,276,11.84615385,1,6702,C2,10.0
904,186580,TX,F,651,197,284.0,2,9858,1,70,250.0,252,8.277777778,0,3007,T2,5.0
905,8863,FL,M,1307,310,450.0,17,23204,13,19,381.0,383,18.0,1,5503,U2,40.0
906,120734,TX,F,241,164,290.0,0,9397,3,85,241.0,231,8.466666667,0,0,R3,5.0
907,149414,CA,F,4240,714,919.0,95,49256,26,38,814.0,830,8.466666667,0,4606,U2,9.0
908,79900,WI,F,617,221,289.0,0,9366,2,75,247.0,249,24.22222222,0,2905,R2,50.0
909,154158,CA,F,838,163,241.0,5,6653,50,42,176.0,235,6.666666667,0,3601,R2,7.0
910,23146,SC,M,688,402,475.0,0,16158,1,64,432.0,442,9.4,1,2801,C1,5.0
911,1617,CA,F,5970,1386,1273.0,98,62822,24,34,1496.0,1208,10.18181818,0,2201,S1,15.0
912,68022,MI,F,435,304,365.0,0,12197,0,62,322.0,325,10.0,0,3104,U2,15.0
913,44705,FL,F,677,242,302.0,2,13521,7,8,261.0,282,9.8,28,2601,C2,15.0
914,49943,FL,M,980,335,435.0,12,14977,8,13,387.0,381,11.0,1,4001,R2,10.0
915,24152,SC,M,788,225,343.0,4,12754,2,47,275.0,299,6.789473684,1,2406,T2,8.0
916,136645,Arizona,J,950,199,433.0,17,21071,33,11,371.0,361,9.0,1002,3801,S3,10.0
917,58597,KY,M,295,155,223.0,0,8290,1,81,161.0,199,25.11111111,1,1707,T3,50.0
918,165628,CA,M,1831,280,380.0,31,13119,22,41,324.0,313,5.166666667,1,2601,U2,5.0
919,45201,FL,M,817,282,473.0,13,36395,6,9,288.0,413,7.666666667,1,0,U2,11.0
920,34735,FL,F,838,354,437.0,1,17115,8,22,374.0,402,15.0,0,3601,S3,20.0
921,6845,ID,F,551,232,310.0,0,11759,1,56,297.0,252,16.86666667,0,2004,T2,20.0
922,181799,WA,male,2049,442,626.0,51,24413,5,43,448.0,573,25.4,0,0,C1,35.0
923,88153,IL,F,1380,385,485.0,11,16768,17,73,449.0,417,8.0625,2,4801,S2,13.0
924,92514,IL,F,1499,408,479.0,32,15991,2,71,419.0,444,9.2,0,6901,S1,15.0
925,183954,WA,male,507,243,326.0,0,10337,1,59,335.0,265,11.66666667,0,2201,C3,10.0
926,141134,NV,M,603,199,280.0,1,12768,9,9,261.0,233,6.333333333,1,2601,U4,9.0
927,66532,MI,M,407,318,399.0,0,12183,3,75,324.0,383,5.0,1,6801,U4,2.0
928,7924,TX,F,471,230,302.0,1,10209,2,80,268.0,273,9.0,0,1912,0,12.0
929,27890,GA,F,929,403,467.0,8,15864,2,61,420.0,418,7.833333333,0,4801,T1,10.0
930,58649,KY,F,521,258,371.0,0,13218,0,87,330.0,315,8.75,0,2201,C2,10.0
931,47371,AL,F,288,129,167.0,0,7079,0,96,164.0,131,5.285714286,0,2107,C3,5.0
932,26887,GA,F,914,522,560.0,1,17163,3,30,542.0,540,25.0,28,4801,S1,30.0
933,80577,WI,F,466,270,354.0,0,11581,2,78,309.0,318,11.66666667,0,6001,0,10.0
934,61933,IN,M,534,292,388.0,2,13534,5,70,306.0,363,20.0,0,0,C2,20.0
935,174358,OR,M,1550,456,709.0,24,22772,8,39,613.0,549,17.5,1,4201,S2,10.0
936,133555,ID,F,575,231,269.0,0,9659,5,58,245.0,248,15.0,0,4701,T2,21.0
937,82457,MN,F,687,230,267.0,0,11087,6,73,219.0,261,4.592105263,0,5301,U3,5.0
938,23065,SC,F,810,408,469.0,1,15766,3,53,421.0,455,12.83333333,0,4809,S1,20.0
939,88856,IL,F,2347,615,870.0,68,61923,13,63,736.0,786,3.055555556,2,3501,S1,4.0
940,168393,CA,M,2298,290,322.0,72,13270,21,51,302.0,308,25.0,4,4001,U2,25.0
941,143936,CA,M,4956,805,1058.0,95,64234,15,31,1081.0,861,32.5,1,5101,U1,55.0
942,86436,ND,M,857,245,320.0,0,12951,0,62,282.0,275,5.628571429,1,3011,S2,5.0
943,138311,AZ,Female,1708,437,684.0,36,29098,7,19,586.0,551,9.769230769,2,1403,S1,20.0
944,123469,TX,M,561,493,540.0,1,16623,5,68,529.0,506,5.2,0,0,T2,5.0
945,135341,AZ,Female,700,205,295.0,0,12713,9,12,221.0,276,12.85714286,0,0,C2,12.0
946,33284,FL,M,696,303,369.0,1,11637,1,65,339.0,323,22.5,1,3001,C1,20.0
947,180837,WA,male,1039,279,435.0,4,15485,2,58,376.0,338,25.0,1,3101,C2,50.0
948,37747,FL,M,1909,473,779.0,45,25255,32,34,688.0,648,13.375,1,6006,U1,18.0
949,108983,LA,M,535,165,199.0,0,7220,0,92,154.0,200,12.0,0,2412,C2,17.0
950,34591,FL,M,835,413,410.0,0,14004,7,20,414.0,429,19.66666667,1,3401,S2,23.0
951,100691,MO,M,553,196,236.0,0,9705,1,76,193.0,236,4.0,0,1305,C3,5.0
952,95347,IL,M,652,247,381.0,0,13469,1,72,354.0,306,8.222222222,1,3705,T2,7.0
953,14717,CO,F,1125,205,131.0,0,21600,3,26,138.0,281,6.458333333,28,2610,U2,15.0
954,63612,IN,F,416,209,243.0,0,10117,0,76,221.0,229,13.5,0,6801,C2,18.0
955,21097,NC,M,623,273,319.0,0,10923,2,53,300.0,293,15.0,1,0,T2,25.0
956,178598,WA,F,1516,519,548.0,16,20117,17,44,555.0,527,4.166666667,0,4701,S1,4.0
957,81630,WI,F,182,78,209.0,0,8279,2,59,181.0,126,4.352941177,0,0,C3,12.0
958,57087,KY,M,821,259,334.0,1,10613,1,80,298.0,304,11.66666667,1,4601,R2,15.0
959,81985,WI,male,486,274,336.0,0,11085,0,83,327.0,289,7.545454545,0,6611,R2,14.0
960,148795,CA,M,2259,557,603.0,71,18914,18,48,567.0,600,6.4,0,5401,S1,10.0
961,78778,WI,male,659,315,399.0,0,14721,9,83,365.0,356,13.16666667,1,2706,S2,21.0
962,121256,TX,M,423,294,360.0,0,10114,6,73,323.0,322,9.695652174,1,0,S3,15.0
963,177041,OR,F,661,259,327.0,3,11461,1,47,286.0,292,12.5,2,0,R2,15.0
964,141209,CO,M,660,203,262.0,0,12060,10,43,238.0,223,15.33333333,0,0,S2,10.0
965,75346,IA,M,349,228,311.0,0,10584,4,76,308.0,259,8.111111111,0,2801,R2,15.0
966,187318,NC,female,550,249,360.0,1,12591,2,79,356.0,293,12.5,0,0,T2,18.0
967,22119,NC,M,508,193,280.0,5,9443,0,74,224.0,245,9.428571429,1,1902,R2,10.0
968,22149,NC,M,639,228,333.0,2,12224,1,77,269.0,289,9.25,1,0,R2,20.0
969,32622,FL,M,533,201,286.0,4,10597,3,25,230.0,256,23.83333333,1,805,R2,47.0
970,76758,IA,F,275,282,331.0,0,11044,0,89,319.0,288,5.916666667,0,2801,R2,10.0
971,161838,CA,F,1953,304,380.0,47,13811,25,43,353.0,337,13.5,0,4212,C2,14.0
972,70863,MI,M,494,269,373.0,0,12815,1,93,331.0,316,6.571428571,1,1803,R2,20.0
973,143996,CA,F,5951,1184,1093.0,99,80928,25,36,1330.0,1060,7.083333333,28,4912,S1,10.0
974,4314,IL,F,678,267,370.0,1,11401,0,63,288.0,352,5.448275862,0,2210,U2,6.0
975,5835,MN,F,404,256,347.0,0,11126,1,88,295.0,304,10.54761905,28,0,R2,30.0
976,3891,TX,F,283,212,333.0,0,9043,0,60,291.0,288,19.16666667,2,1501,T2,25.0
977,87775,IL,F,1554,615,737.0,25,22600,6,77,663.0,689,14.5,0,4908,U1,20.0
978,9727,CA,F,5908,1122,1088.0,98,81205,8,48,1267.0,991,81.25,0,4201,U1,25.0
979,188841,NM,F,848,219,390.0,1,14894,6,30,288.0,299,16.0,28,0,C1,10.0
980,15046,NC,female,595,289,381.0,0,13060,0,85,346.0,330,2.636363636,0,3801,R2,10.0
981,43781,FL,M,1069,198,367.0,7,16759,5,15,257.0,308,6.125,1,3001,C2,10.0
982,182319,WA,male,874,355,418.0,2,13393,1,58,370.0,389,4.04,2,1406,C2,10.0
983,130369,CO,F,1017,496,554.0,0,21385,1,47,510.0,537,18.17647059,28,4106,S1,50.0
984,147758,CA,F,5643,772,971.0,98,55164,7,36,939.0,828,13.33333333,0,0,U1,25.0
985,18761,NC,female,714,425,432.0,0,13695,4,60,434.0,419,9.083333333,0,4801,T2,15.0
986,104234,MO,M,915,506,561.0,1,18191,0,60,513.0,559,9.142857143,0,5507,S1,18.0
987,30185,GA,F,748,352,423.0,1,13998,1,62,372.0,369,10.0,0,6401,T2,30.0
988,30907,GA,M,803,450,597.0,2,21132,8,41,495.0,547,15.0,1,0,T2,15.0
990,57058,KY,M,432,174,279.0,1,8763,0,73,230.0,223,11.1,0,2001,R2,25.0
991,160851,CA,M,1485,399,469.0,4,15254,9,60,478.0,432,12.875,0,4004,C2,16.0
992,163546,CA,M,4169,540,667.0,95,24535,29,41,670.0,570,11.85714286,1,4301,U1,15.0
993,176053,OR,M,0,0,0.0,0,0,0,0,0.0,0,9.0,1,4210,U3,12.0
994,149534,CA,F,5000,850,931.0,98,39028,16,42,931.0,862,25.0,28,0,S1,30.0
995,156152,CA,F,1115,313,391.0,4,16625,9,37,340.0,354,11.4375,2,2501,T2,16.0
996,67177,MI,F,709,504,539.0,0,17801,2,79,515.0,522,9.9375,0,2609,S2,12.0
997,34475,FL,M,696,277,355.0,2,12415,3,51,314.0,325,20.4,2,3009,R2,20.0
998,114803,OK,F,911,384,613.0,16,31001,2,58,496.0,497,6.333333333,28,0,C1,20.0
999,15332,NC,M,723,371,456.0,0,18915,6,47,414.0,398,6.538461539,1,1701,C1,10.0
1000,74235,MI,M,473,327,363.0,1,12580,0,94,338.0,348,13.5,4,4912,T2,26.0
1002,165509,CA,M,2213,447,491.0,77,16702,7,62,447.0,491,4.95,0,0,C1,10.0
1004,100132,MO,F,393,216,301.0,0,10107,0,71,258.0,258,10.0,0,2401,S2,15.0
1005,161726,CA,F,2453,438,475.0,86,15707,16,45,451.0,436,5.8125,0,4601,T1,7.0
1006,125986,TX,M,533,246,308.0,1,10096,3,75,276.0,287,13.375,0,4610,T2,17.0
