Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
YU83697,Nevada,3871.073807,Bachelor,F,0,110,0,Corporate Auto,528,SUV
LQ24783,Oregon,6162.19867,Doctor,F,80590,76,0,Corporate Auto,104.06843,Four-Door Car
KL27226,California,6412.368115,Bachelor,M,58776,83,2,Personal Auto,478.750667,Four-Door Car
MR84659,Oregon,10208.92761,College,F,35482,129,0,Personal Auto,619.2,SUV
GU92938,Nevada,6943.555989,Bachelor,F,25612,61,0,Personal Auto,292.8,Two-Door Car
OE56979,Oregon,9551.167226,High School or Below,F,57016,119,0,Personal Auto,341.868399,SUV
QT13680,California,2555.51822,High School or Below,M,25385,65,0,Corporate Auto,458.804028,Four-Door Car
FG35165,Washington,2480.487171,College,F,50516,62,0,Personal Auto,179.633818,Four-Door Car
MS41043,Arizona,7469.145695,College,F,0,199,0,Personal Auto,1956.368115,Luxury SUV
BB19609,California,15769.10776,College,M,29977,133,0,Personal Auto,255.659711,SUV
QW44027,Oregon,22837.1392,College,M,89384,285,0,Corporate Auto,2052,Luxury Car
AS60178,Nevada,2796.870102,Bachelor,F,54655,70,1,Corporate Auto,186.608147,Four-Door Car
AP89323,Nevada,2728.842912,College,F,40516,70,0,Personal Auto,336,Four-Door Car
TY30683,Oregon,3527.398513,College,F,26156,96,0,Corporate Auto,460.8,Four-Door Car
MP16820,Arizona,2821.100535,College,M,70047,71,0,Personal Auto,107.713617,Two-Door Car
ZT60102,Arizona,17790.40826,College,M,26000,256,0,Personal Auto,1228.8,Luxury SUV
QX24179,Oregon,5619.649515,Bachelor,M,41878,71,0,Personal Auto,161.695519,Four-Door Car
RL21492,Arizona,4984.618655,Bachelor,M,86305,62,0,Corporate Auto,80.73124,Four-Door Car
JW44963,Arizona,5447.835272,College,F,55483,70,0,Personal Auto,230.912999,Four-Door Car
IT37924,Oregon,9752.698201,College,F,37345,82,0,Personal Auto,31.652079,Four-Door Car
XC49176,California,3193.817363,Bachelor,F,93405,79,0,Corporate Auto,202.514015,Four-Door Car
JK30153,Oregon,8566.423522,Master,F,99652,106,2,Personal Auto,406.634615,SUV
MH50997,California,20003.14091,Bachelor,F,33901,84,1,Personal Auto,145.990089,Four-Door Car
YJ53102,Oregon,3687.169374,Master,F,0,99,1,Corporate Auto,378.261483,Four-Door Car
EX80215,California,2822.731903,College,F,0,77,0,Personal Auto,138.947984,Four-Door Car
NI46290,Oregon,4860.910322,College,F,39429,62,0,Corporate Auto,102.466444,Four-Door Car
CJ78860,Oregon,3649.194138,High School or Below,M,0,104,0,Personal Auto,748.8,SUV
WR88041,Washington,5043.801276,High School or Below,M,35832,65,0,Personal Auto,177.211626,Four-Door Car
YI70563,California,2780.845565,Bachelor,M,88704,69,0,Personal Auto,259.714887,Two-Door Car
XB91559,Washington,5274.429281,College,M,44051,67,0,Personal Auto,321.6,Four-Door Car
LT80200,Oregon,2693.606981,High School or Below,F,0,74,0,Personal Auto,355.2,Four-Door Car
DJ71217,Washington,21561.71277,College,M,0,110,0,Personal Auto,792,SUV
PI79725,Oregon,2569.692441,Bachelor,F,79297,64,0,Corporate Auto,164.328953,Four-Door Car
YV23210,Oregon,7422.186246,High School or Below,M,23617,189,0,Personal Auto,907.2,Luxury Car
BP49831,Washington,2926.5223,Bachelor,F,23656,80,3,Corporate Auto,384,Four-Door Car
OF20965,Nevada,7284.363465,Bachelor,F,67780,92,0,Personal Auto,601.455036,Four-Door Car
RX25695,Arizona,22721.24078,Bachelor,M,26900,97,1,Personal Auto,465.6,Four-Door Car
IO14680,Oregon,8838.085637,Bachelor,M,82664,114,3,Corporate Auto,133.425609,SUV
WI52672,California,13576.143,High School or Below,F,94153,111,0,Corporate Auto,4.845348,SUV
YC45944,Arizona,3885.456401,College,M,0,105,0,Personal Auto,504,Four-Door Car
FV22585,Oregon,6960.920371,College,M,74487,88,0,Personal Auto,16.711329,Four-Door Car
HP27902,Arizona,23536.74767,Bachelor,F,33747,199,0,Corporate Auto,832.701335,Luxury Car
TP52309,California,13752.46705,High School or Below,M,0,131,1,Personal Auto,628.8,Sports Car
KU54022,Nevada,3323.856125,High School or Below,F,12762,86,0,Corporate Auto,412.8,Two-Door Car
FP67637,Nevada,5380.312218,Bachelor,M,93818,66,0,Personal Auto,248.405684,Four-Door Car
SO43919,California,14228.23432,Bachelor,M,31650,121,0,Personal Auto,580.8,SUV
LH85364,Oregon,26016.525,High School or Below,F,43922,83,0,Personal Auto,40.740297,Four-Door Car
AP95078,Oregon,7855.324623,Bachelor,M,37229,67,0,Personal Auto,321.6,Four-Door Car
JC16991,Arizona,7423.899674,Master,F,36639,62,0,Personal Auto,297.6,Four-Door Car
GG24674,California,2497.543631,High School or Below,F,15520,66,0,Personal Auto,316.8,Two-Door Car
IA11038,Oregon,8845.710917,College,F,77077,112,0,Personal Auto,528.047506,SUV
SA88518,Oregon,7737.265103,College,F,50296,65,1,Personal Auto,46.804,Two-Door Car
GO80206,Arizona,2433.214447,Bachelor,F,23737,62,1,Personal Auto,437.934279,Four-Door Car
GB71156,California,9156.322563,College,M,59624,117,0,Corporate Auto,582.781896,Four-Door Car
RU39880,California,11747.65373,Bachelor,F,58658,74,0,Personal Auto,355.2,Two-Door Car
ND77597,Oregon,11084.60844,Bachelor,M,25542,70,0,Personal Auto,448.374285,Four-Door Car
RB70060,California,7434.247572,High School or Below,M,51408,62,0,Personal Auto,297.6,Four-Door Car
BH68769,Oregon,6347.497519,Bachelor,M,42259,81,0,Personal Auto,529.502964,Two-Door Car
IO64256,Oregon,2736.944466,High School or Below,F,78889,68,0,Corporate Auto,51.822348,Two-Door Car
XU98055,Arizona,9546.81655,College,M,15406,124,0,Personal Auto,892.8,SUV
HP68848,Arizona,9165.721087,High School or Below,F,53792,115,1,Corporate Auto,552,Four-Door Car
AW84946,Arizona,4479.59882,Bachelor,M,36349,117,3,Personal Auto,326.787526,SUV
HE29300,California,38545.70689,College,M,41104,109,0,Corporate Auto,440.030847,SUV
XK99408,California,9177.953095,High School or Below,F,29098,115,0,Personal Auto,683.554301,SUV
RA38184,Arizona,3444.171166,Bachelor,F,0,93,0,Corporate Auto,7.991571,Four-Door Car
TN79733,Oregon,16468.22079,High School or Below,F,0,63,0,Personal Auto,685.12694,Four-Door Car
RU58277,California,15485.80378,Master,F,72026,191,0,Corporate Auto,554.926724,Luxury SUV
LI10567,Oregon,11700.6441,High School or Below,M,0,169,0,Personal Auto,1312.201307,Sports Car
JB29250,Oregon,7573.336505,High School or Below,F,87615,94,0,Personal Auto,451.2,Four-Door Car
VN57368,California,7091.740512,High School or Below,M,0,68,0,Corporate Auto,489.6,Four-Door Car
VT51874,Oregon,14862.76011,High School or Below,M,0,82,0,Personal Auto,393.6,Four-Door Car
BC48076,Washington,7783.78421,Master,F,48689,191,0,Personal Auto,985.193759,Luxury Car
DX91931,Washington,10242.4096,College,M,0,150,0,Personal Auto,1080,SUV
BP74289,Oregon,7281.247847,College,M,0,103,0,Personal Auto,494.4,SUV
PS77478,Arizona,6863.706694,College,M,0,110,1,Personal Auto,792,SUV
DA10870,Arizona,6289.799089,Bachelor,M,40675,81,2,Personal Auto,563.727058,Four-Door Car
TE60343,Oregon,4716.264294,High School or Below,M,25746,61,1,Corporate Auto,292.8,Four-Door Car
XJ40322,California,5294.28379,High School or Below,F,61687,67,0,Personal Auto,120.128737,Two-Door Car
HJ57617,Oregon,7685.402943,Bachelor,M,31686,101,2,Corporate Auto,710.661746,SUV
CD95333,California,5638.930838,Bachelor,M,20920,74,0,Personal Auto,14.784843,Two-Door Car
CW98743,California,2554.033928,College,F,22538,64,0,Personal Auto,423.787608,Four-Door Car
PA80607,Oregon,8096.312478,High School or Below,M,85483,67,0,Personal Auto,314.143133,Two-Door Car
YC87263,Oregon,21312.37811,Master,F,70734,175,0,Corporate Auto,1200.292827,SUV
EB52195,Oregon,7981.444703,College,F,40639,67,0,Personal Auto,301.60252,Four-Door Car
VF33776,Nevada,31269.27308,High School or Below,F,90289,99,3,Corporate Auto,164.496171,Four-Door Car
BP23267,California,73225.95652,Bachelor,F,39547,202,0,Personal Auto,969.6,Luxury SUV
OH80943,California,2659.70565,College,F,0,87,3,Special Auto,420.041981,Four-Door Car
OA46321,Oregon,15512.24997,College,M,54833,198,3,Corporate Auto,1396.702365,Luxury Car
CA22248,Oregon,2505.42043,Master,F,60546,63,0,Personal Auto,46.278027,Four-Door Car
LK40273,Oregon,4898.674401,College,M,33938,64,0,Personal Auto,63.709865,Four-Door Car
LI13735,Oregon,3113.338974,Bachelor,F,85586,77,0,Personal Auto,13.444132,Two-Door Car
LK35963,California,17019.0061,Bachelor,F,89601,70,0,Personal Auto,117.015463,Two-Door Car
YK36937,Washington,5791.012841,College,M,33799,74,1,Personal Auto,355.2,Four-Door Car
IY91183,Arizona,3683.794027,Master,F,0,100,1,Personal Auto,480,SUV
RA91280,Arizona,3436.134281,Doctor,M,30817,88,0,Personal Auto,91.834668,Four-Door Car
LA78882,California,6297.002886,Bachelor,M,0,189,1,Personal Auto,1823.730828,Luxury Car
RO26233,California,2464.707849,College,F,31056,63,0,Personal Auto,302.4,Four-Door Car
ZE79055,California,3075.594979,Bachelor,M,65017,81,4,Personal Auto,301.841073,Four-Door Car
OI92280,Oregon,8428.471635,College,F,12180,113,0,Corporate Auto,675.569113,SUV
UK62940,Oregon,2354.495752,College,M,0,64,0,Personal Auto,333.830572,Four-Door Car
PU41916,Oregon,22103.5072,College,M,0,102,0,Personal Auto,489.6,SUV
QU75179,California,7147.621865,Bachelor,M,87454,89,0,Personal Auto,60.921658,Four-Door Car
PB16956,Oregon,7842.377593,College,F,51001,99,1,Personal Auto,291.890464,Four-Door Car
JX60415,Arizona,3554.845264,Master,F,58557,88,0,Personal Auto,55.510526,Four-Door Car
CG39505,Oregon,7251.331956,Bachelor,M,18665,66,0,Personal Auto,583.278307,Four-Door Car
GD59850,Oregon,5316.606293,College,F,21299,69,0,Corporate Auto,331.2,Four-Door Car
ME37450,Arizona,5210.348372,Bachelor,M,89781,66,0,Special Auto,37.960537,Four-Door Car
EE24901,Arizona,2989.912494,Bachelor,M,0,83,0,Personal Auto,398.4,Two-Door Car
VY40793,Oregon,4270.034394,College,M,0,122,0,Personal Auto,725.870693,SUV
ZB54635,California,2524.646973,Bachelor,F,0,68,3,Personal Auto,386.977271,Two-Door Car
IF58637,California,2555.851671,High School or Below,F,22881,65,0,Personal Auto,312,Four-Door Car
RE95629,California,2320.516874,College,F,0,63,0,Personal Auto,453.6,Two-Door Car
XO67536,California,2563.394054,College,F,10860,66,0,Personal Auto,316.8,Four-Door Car
QY56887,Arizona,14208.50598,High School or Below,F,0,131,0,Corporate Auto,943.2,SUV
TB77524,Arizona,8048.371634,College,F,0,116,0,Personal Auto,1339.303486,SUV
WM14507,Nevada,7671.847478,High School or Below,F,62582,95,0,Personal Auto,456,Four-Door Car
XL90594,California,7584.361069,College,F,87473,95,0,Personal Auto,448.061777,Four-Door Car
CQ78705,Oregon,7145.29959,College,F,92681,91,3,Personal Auto,436.8,Four-Door Car
NY55083,Oregon,14083.97061,College,F,74916,62,4,Personal Auto,123.490337,Two-Door Car
NJ28041,Oregon,13055.57087,High School or Below,M,58684,162,0,Personal Auto,1166.4,SUV
CF62430,Nevada,9129.872774,Bachelor,F,70973,114,1,Personal Auto,547.2,SUV
SM54927,Washington,6739.664992,Bachelor,F,0,93,0,Personal Auto,13.073952,Four-Door Car
RV58659,Washington,4422.883059,College,F,21124,112,0,Corporate Auto,733.319294,SUV
UZ42802,Oregon,4526.606038,Bachelor,M,0,135,0,Personal Auto,1516.383753,Sports Car
KD63933,California,7048.384055,College,M,24030,194,0,Personal Auto,970.688934,Luxury SUV
EG54606,California,5218.97082,Bachelor,M,21371,66,0,Personal Auto,590.017366,Four-Door Car
OP73328,Arizona,5399.57618,High School or Below,F,71186,67,0,Personal Auto,29.984815,Two-Door Car
QG61936,California,4516.811394,Master,M,0,124,0,Corporate Auto,595.2,SUV
UU22643,Oregon,3600.934326,High School or Below,F,25147,101,0,Personal Auto,694.598288,SUV
MF65419,Oregon,3979.586552,Bachelor,M,0,116,0,Personal Auto,835.2,Sports Car
NT97069,Washington,2533.740057,Bachelor,M,53988,64,0,Personal Auto,206.82346,Two-Door Car
OC50447,Nevada,4966.767294,Bachelor,M,38055,64,1,Personal Auto,39.069987,Two-Door Car
FA39525,Oregon,4901.892602,High School or Below,M,72859,61,0,Personal Auto,49.961074,Two-Door Car
XW18691,Washington,7751.927614,Doctor,M,67787,194,0,Personal Auto,469.257835,SUV
UN98304,Oregon,6880.63389,High School or Below,M,0,66,0,Corporate Auto,475.2,Four-Door Car
ZW33889,California,2477.708203,Bachelor,F,44280,62,0,Corporate Auto,130.298883,Two-Door Car
MQ80538,Oregon,2727.735302,College,M,0,78,0,Personal Auto,374.4,Four-Door Car
HZ28612,Washington,5626.572446,College,F,59782,70,0,Personal Auto,336,Four-Door Car
ZQ35017,California,4650.063763,College,M,28215,65,0,Personal Auto,468,Two-Door Car
AE30506,California,2396.219292,Bachelor,F,0,66,2,Personal Auto,433.160284,Four-Door Car
LA16827,Arizona,5432.862643,Master,M,49919,134,0,Personal Auto,643.2,SUV
TB46243,Arizona,8693.649178,High School or Below,M,88294,108,0,Personal Auto,367.150034,SUV
GI14815,Washington,15759.62394,College,M,55800,66,0,Personal Auto,473.324671,Two-Door Car
LQ28707,Oregon,22658.53652,Bachelor,M,23665,67,0,Personal Auto,404.817249,Four-Door Car
LC27380,Oregon,5720.897922,High School or Below,F,32224,72,0,Personal Auto,19.281882,Four-Door Car
TJ32609,California,8925.632207,High School or Below,M,23860,114,1,Personal Auto,547.2,SUV
AU71562,Washington,2936.726182,High School or Below,F,27179,74,0,Personal Auto,355.2,Four-Door Car
JQ66292,Oregon,2592.890469,Master,F,35705,65,0,Personal Auto,312,Two-Door Car
BD66455,California,4920.77107,High School or Below,M,0,143,0,Personal Auto,1029.6,SUV
HS97484,California,32437.0535,College,F,0,99,0,Personal Auto,475.2,Four-Door Car
AB45325,Arizona,2577.319607,High School or Below,M,74215,64,0,Personal Auto,345.180055,Two-Door Car
ML93514,California,4737.841289,Bachelor,M,63977,118,0,Personal Auto,32.83059,Four-Door Car
EO56466,Oregon,24660.48825,College,M,22070,72,0,Special Auto,345.6,Four-Door Car
ZK52226,California,2499.411829,High School or Below,F,0,72,0,Corporate Auto,345.6,Two-Door Car
EK87467,Arizona,2722.210707,College,F,17576,71,0,Personal Auto,398.502948,Four-Door Car
QT24496,California,4083.560673,College,F,13483,107,0,Personal Auto,556.054702,SUV
NM44679,California,9783.628981,College,M,0,136,0,Personal Auto,979.2,SUV
SK47066,Washington,10492.97256,College,M,72297,87,2,Personal Auto,109.543927,Four-Door Car
YB39959,Oregon,3237.996209,Master,M,60244,83,3,Personal Auto,326.281835,Four-Door Car
OB97365,California,4045.341004,High School or Below,F,77237,102,0,Personal Auto,197.040115,Four-Door Car
HX53470,California,4711.845199,College,F,0,129,0,Corporate Auto,1178.950186,SUV
JA17689,Arizona,2416.479564,Bachelor,M,0,68,0,Personal Auto,436.411688,Two-Door Car
CJ63667,Oregon,31803.30779,Master,F,25663,114,0,Corporate Auto,663.131089,Sports Car
GI70759,California,4818.635094,Bachelor,M,0,71,0,Personal Auto,511.2,Four-Door Car
LT24477,California,8605.495006,High School or Below,M,47589,109,1,Personal Auto,110.529874,SUV
LQ45358,Nevada,4035.769432,Bachelor,M,0,112,0,Personal Auto,537.6,Four-Door Car
WY58284,California,8622.835375,Bachelor,M,97361,73,0,Personal Auto,350.4,Four-Door Car
YD53564,California,5553.801956,College,F,26441,71,0,Personal Auto,152.216871,Two-Door Car
NI66988,Oregon,24868.24096,High School or Below,F,0,128,0,Personal Auto,715.951352,SUV
LW25030,Arizona,5046.892442,Bachelor,F,29957,65,0,Corporate Auto,312,Four-Door Car
KX47545,Oregon,8031.706693,High School or Below,M,40082,69,0,Personal Auto,331.2,Four-Door Car
XB27698,Oregon,8622.835375,Bachelor,M,97361,73,0,Personal Auto,350.4,Four-Door Car
BX45636,California,9161.655119,High School or Below,F,91763,113,0,Special Auto,441.992043,SUV
IS85460,California,5956.545724,High School or Below,F,48993,74,0,Personal Auto,810.461707,Two-Door Car
EG36536,Arizona,8496.063681,Bachelor,M,24031,109,0,Personal Auto,523.2,Sports Car
UZ95992,California,4376.363592,Bachelor,F,63774,111,0,Personal Auto,60.036683,Four-Door Car
QL20148,Oregon,22332.43946,College,M,49078,97,0,Personal Auto,484.013411,Four-Door Car
SV51174,Oregon,20631.15177,Master,M,28935,87,0,Personal Auto,119.630789,Two-Door Car
WP10197,Nevada,3933.813993,High School or Below,M,25927,103,0,Personal Auto,674.973614,SUV
VV81837,Oregon,4928.648668,High School or Below,M,52507,123,0,Personal Auto,590.4,SUV
GT41712,California,5414.320958,Bachelor,F,0,74,0,Personal Auto,78.581528,Four-Door Car
VL59942,Arizona,10571.5377,Bachelor,F,94137,65,0,Personal Auto,43.579327,Four-Door Car
LH53046,Nevada,5439.3601,High School or Below,F,69186,69,0,Personal Auto,192.591072,Four-Door Car
OG36837,Arizona,7648.25947,Doctor,F,91071,94,2,Personal Auto,402.74168,Four-Door Car
VO30155,Nevada,5421.537952,High School or Below,M,85447,71,2,Corporate Auto,509.997312,Four-Door Car
WW19050,Oregon,5714.246379,High School or Below,M,0,79,0,Personal Auto,50.447629,Two-Door Car
UY85263,Nevada,11255.46343,Bachelor,F,88858,93,0,Personal Auto,310.36774,Four-Door Car
CS30372,Oregon,5420.339434,Bachelor,M,21881,69,0,Corporate Auto,133.099001,Four-Door Car
TQ85537,Washington,2980.464566,College,M,72669,74,0,Personal Auto,332.76894,Four-Door Car
PE72696,California,10892.90825,College,M,68025,91,0,Personal Auto,436.8,Four-Door Car
UV89077,Oregon,11638.89947,College,F,25370,102,0,Personal Auto,489.6,Sports Car
EI29901,Arizona,7295.42703,Bachelor,M,26849,62,0,Personal Auto,38.309313,Four-Door Car
FD16853,Arizona,5373.724065,High School or Below,F,0,72,0,Personal Auto,427.265172,Four-Door Car
FH81409,California,8152.244431,High School or Below,M,0,79,0,Personal Auto,568.8,Four-Door Car
ZF64287,California,13081.3077,High School or Below,M,89948,110,1,Special Auto,125.017501,Sports Car
NT82538,Oregon,4496.977642,Bachelor,F,0,63,0,Personal Auto,419.610914,Two-Door Car
HA56608,California,13727.79972,College,M,0,126,0,Special Auto,604.8,SUV
JZ61712,Nevada,3359.239423,Bachelor,M,97576,83,1,Personal Auto,544.712653,Two-Door Car
SH55598,Arizona,3703.437656,High School or Below,F,23120,93,0,Personal Auto,446.4,Four-Door Car
TM43177,Oregon,3105.35094,High School or Below,F,97234,78,0,Personal Auto,317.982567,Four-Door Car
WR90490,Nevada,4893.979609,High School or Below,M,25572,65,0,Personal Auto,312,Four-Door Car
WV57524,Oregon,10208.92761,College,F,35482,129,0,Personal Auto,619.2,SUV
LK73001,California,8954.434101,College,M,34614,114,0,Personal Auto,547.2,Four-Door Car
JQ29969,Oregon,4236.468669,Bachelor,F,59038,105,0,Personal Auto,588.265049,Two-Door Car
GS50147,Oregon,5234.780561,High School or Below,M,0,73,0,Personal Auto,794.874636,Two-Door Car
NB10500,California,3939.00637,Bachelor,F,60021,99,0,Personal Auto,882.871945,Four-Door Car
NM77735,Oregon,8396.605358,Bachelor,F,47593,72,0,Personal Auto,344.137073,Four-Door Car
CG36206,California,2141.979314,Bachelor,M,0,67,1,Personal Auto,321.6,Four-Door Car
UZ80048,Oregon,6185.9699,College,M,28001,83,0,Personal Auto,438.778537,Two-Door Car
UM15297,California,9640.532979,Bachelor,F,30431,122,0,Corporate Auto,133.4674,SUV
DW11738,California,4241.636538,Master,M,19834,64,4,Personal Auto,460.8,Four-Door Car
YK92080,California,3436.448003,College,F,30509,88,0,Personal Auto,442.964578,Four-Door Car
TO39943,Washington,4897.979559,High School or Below,F,30503,63,3,Corporate Auto,257.923563,Two-Door Car
JV29414,Oregon,17788.05705,Doctor,M,73339,89,0,Personal Auto,17.558721,Four-Door Car
JQ22359,Oregon,3268.323585,College,F,0,93,0,Personal Auto,549.101027,Two-Door Car
VW84170,Washington,2819.114769,High School or Below,F,88067,70,0,Personal Auto,336,Four-Door Car
DA84476,Oregon,7019.177186,College,M,26806,63,0,Corporate Auto,302.4,Four-Door Car
TV34024,Oregon,4108.257228,High School or Below,M,0,114,0,Personal Auto,820.8,SUV
UO32521,California,2195.911185,High School or Below,F,0,63,0,Corporate Auto,617.201984,Two-Door Car
GR90142,Oregon,3808.122147,College,F,94903,94,0,Personal Auto,451.2,Two-Door Car
ZS73935,Washington,23435.72605,High School or Below,F,42862,65,0,Personal Auto,254.223496,Four-Door Car
